Location,SKU,BaseStockLevel
CDC02,SKU069,22994.0
CDC02,SKU070,16414.0
CDC02,SKU071,18033.0
CDC02,SKU072,23384.0
CDC02,SKU073,26785.0
CDC02,SKU074,24094.0
CDC02,SKU075,14690.0
CDC02,SKU076,25335.0
CDC02,SKU077,23836.0
CDC02,SKU078,13488.0
CDC02,SKU079,15316.0
CDC02,SKU080,12103.0
CDC02,SKU081,17835.0
CDC02,SKU082,24285.0
CDC02,SKU083,15847.0
CDC02,SKU085,15876.0
CDC02,SKU086,11630.0
CDC02,SKU087,19696.0
CDC02,SKU088,10312.0
CDC02,SKU089,20134.0
CDC02,SKU090,15152.0
CDC02,SKU091,24152.0
CDC02,SKU092,16268.0
CDC02,SKU093,18453.0
CDC02,SKU094,12224.0
CDC02,SKU096,11392.0
CDC02,SKU098,32832.0
CDC02,SKU099,14189.0
CDC02,SKU100,26454.0
IDC01,PM001,7632.0
IDC01,PM002,8326.0
IDC01,PM003,12220.0
IDC01,PM004,6376.0
IDC01,PM005,11167.0
IDC01,PM006,6103.0
IDC01,PM007,17105.0
IDC01,PM008,7782.0
IDC01,PM009,12786.0
IDC01,PM011,28994.0
IDC01,PM012,7562.0
IDC01,PM013,5709.0
IDC01,PM014,9727.0
IDC01,PM015,10053.0
IDC01,PM016,12951.0
IDC01,PM017,7905.0
IDC01,PM018,5727.0
IDC01,PM019,7192.0
IDC01,PM020,19738.0
IDC01,PM022,11828.0
IDC01,PM023,4681.0
IDC01,PM025,4569.0
IDC01,PM026,6341.0
IDC01,PM027,6953.0
IDC01,PM029,10262.0
IDC01,PM030,5217.0
IDC01,PM031,17330.0
IDC01,PM032,9118.0
IDC01,PM033,11878.0
IDC01,PM035,7011.0
IDC01,PM036,7755.0
IDC01,PM037,17958.0
IDC01,PM038,7444.0
IDC01,PM039,19004.0
IDC01,PM040,8647.0
IDC01,PM041,14053.0
IDC01,PM044,12031.0
IDC01,PM045,5391.0
IDC01,PM046,7515.0
IDC01,PM047,6188.0
IDC01,PM048,3758.0
IDC01,PM049,12292.0
IDC01,PM050,5106.0
IDC01,PM052,5648.0
IDC01,PM054,4913.0
IDC01,PM056,8139.0
IDC01,PM058,9919.0
IDC01,PM059,6270.0
IDC01,PM060,9830.0
IDC01,PM061,17362.0
IDC01,PM062,9838.0
IDC01,PM063,13770.0
IDC01,PM064,12409.0
IDC01,PM065,10121.0
IDC01,PM066,2671.0
IDC01,PM067,6165.0
IDC01,PM068,5974.0
IDC01,PM069,7737.0
IDC01,PM070,10999.0
IDC01,PM071,6271.0
IDC01,PM072,2534.0
IDC01,PM073,10230.0
IDC01,PM074,15611.0
IDC01,PM075,12216.0
IDC01,PM076,4444.0
IDC01,PM077,7968.0
IDC01,PM078,13504.0
IDC01,PM080,13726.0
IDC01,PM083,8039.0
IDC01,PM085,6304.0
IDC01,PM087,20700.0
IDC01,PM088,9716.0
IDC01,PM089,10714.0
IDC01,PM091,9787.0
IDC01,PM092,3631.0
IDC01,PM094,12689.0
IDC01,PM095,7302.0
IDC01,PM096,10969.0
IDC01,PM097,11164.0
IDC01,PM100,8303.0
IDC01,RM001,32802.0
IDC01,RM002,20445.0
IDC01,RM003,23194.0
IDC01,RM004,27655.0
IDC01,RM005,10636.0
IDC01,RM007,6352.0
IDC01,RM008,37299.0
IDC01,RM009,28135.0
IDC01,RM013,15320.0
IDC01,RM017,22412.0
IDC01,RM018,7112.0
IDC01,RM019,8029.0
IDC01,RM021,25273.0
IDC01,RM022,22260.0
IDC01,RM023,17858.0
IDC01,RM024,31420.0
IDC01,RM025,24590.0
IDC01,RM026,32613.0
IDC01,RM027,27515.0
IDC01,RM028,17102.0
IDC01,RM029,17727.0
IDC01,RM030,34914.0
IDC01,RM031,23151.0
IDC01,RM032,3868.0
IDC01,RM033,5637.0
IDC01,RM035,52582.0
IDC01,RM037,18520.0
IDC01,RM038,6923.0
IDC01,RM039,4228.0
IDC01,RM040,7192.0
IDC01,RM041,5882.0
IDC01,RM043,43064.0
IDC01,RM044,32594.0
IDC01,RM046,29858.0
IDC01,RM047,9991.0
IDC01,RM048,6419.0
IDC01,RM049,27923.0
IDC01,RM050,20240.0
IDC01,RM051,23587.0
IDC01,RM052,16880.0
IDC01,RM053,8964.0
IDC01,RM054,32707.0
IDC01,RM055,43071.0
IDC01,RM056,13985.0
IDC01,RM057,20795.0
IDC01,RM058,20468.0
IDC01,RM059,14378.0
IDC01,RM061,3950.0
IDC01,RM062,19009.0
IDC01,RM063,15174.0
IDC01,RM064,15208.0
IDC01,RM066,12532.0
IDC01,RM067,20925.0
IDC01,RM068,23217.0
IDC01,RM069,6528.0
IDC01,RM070,29792.0
IDC01,RM071,32507.0
IDC01,RM072,21602.0
IDC01,RM073,25190.0
IDC01,RM074,14726.0
IDC01,RM075,49577.0
IDC01,RM076,6270.0
IDC01,RM078,9217.0
IDC01,RM079,8586.0
IDC01,RM080,33291.0
IDC01,RM081,24133.0
IDC01,RM082,14260.0
IDC01,RM083,27689.0
IDC01,RM085,37830.0
IDC01,RM086,20486.0
IDC01,RM087,5376.0
IDC01,RM089,16800.0
IDC01,RM091,31089.0
IDC01,RM093,19081.0
IDC01,RM095,17233.0
IDC01,RM096,6278.0
IDC01,RM097,22305.0
IDC01,RM098,48473.0
IDC01,RM099,14084.0
IDC01,RM100,24246.0
IDC01,RM101,12774.0
IDC01,RM102,20684.0
IDC01,RM104,24826.0
IDC01,RM105,18009.0
IDC01,RM106,10681.0
IDC01,RM107,4497.0
IDC01,RM108,10920.0
IDC01,RM109,37390.0
IDC01,RM110,6860.0
IDC01,RM111,8624.0
IDC01,RM112,36729.0
IDC01,RM113,10082.0
IDC01,RM114,10875.0
IDC01,RM115,8856.0
IDC01,RM116,15313.0
IDC01,RM117,39044.0
IDC01,RM118,20477.0
IDC01,RM119,18336.0
IDC01,RM121,6576.0
IDC01,RM122,19114.0
IDC01,RM124,16934.0
IDC01,RM125,11902.0
IDC01,RM126,27508.0
IDC01,RM127,12567.0
IDC01,RM128,5268.0
IDC01,RM130,8047.0
IDC01,RM132,35970.0
IDC01,RM133,31780.0
IDC01,RM134,35278.0
IDC01,RM135,30084.0
IDC01,RM137,18675.0
IDC01,RM138,13932.0
IDC01,RM139,6271.0
IDC01,RM140,9877.0
IDC01,RM141,30375.0
IDC01,RM142,11235.0
IDC01,RM143,35839.0
IDC01,RM144,19420.0
IDC01,RM145,32352.0
IDC01,RM146,25391.0
IDC01,RM148,14720.0
IDC01,RM149,31765.0
IDC01,RM150,17369.0
IDC01,RM151,2844.0
IDC01,RM152,27673.0
IDC01,RM154,21293.0
IDC01,RM157,6282.0
IDC01,RM158,39263.0
IDC01,RM159,22228.0
IDC01,RM160,12785.0
IDC01,RM161,12248.0
IDC01,RM163,22204.0
IDC01,RM164,20704.0
IDC01,RM165,33067.0
IDC01,RM168,34800.0
IDC01,RM169,7820.0
IDC01,RM170,21554.0
IDC01,RM171,17180.0
IDC01,RM172,26584.0
IDC01,RM173,12253.0
IDC01,RM174,24007.0
IDC01,RM175,23014.0
IDC01,RM176,3709.0
IDC01,RM177,31546.0
IDC01,RM178,27035.0
IDC01,RM179,9359.0
IDC01,RM180,7745.0
IDC01,RM181,41315.0
IDC01,RM182,5177.0
IDC01,RM183,6650.0
IDC01,RM184,29698.0
IDC01,RM185,12034.0
IDC01,RM186,29714.0
IDC01,RM187,25052.0
IDC01,RM188,28457.0
IDC01,RM189,10682.0
IDC01,RM190,24147.0
IDC01,RM191,7287.0
IDC01,RM192,26503.0
IDC01,RM193,21781.0
IDC01,RM194,21057.0
IDC01,RM195,28348.0
IDC01,RM196,17187.0
IDC01,RM198,23136.0
IDC01,RM199,10264.0
IDC01,RM200,17022.0
IDC01,SKU001,4200.0
IDC01,SKU002,3750.0
IDC01,SKU003,3576.0
IDC01,SKU004,3451.0
IDC01,SKU005,4935.0
IDC01,SKU006,4209.0
IDC01,SKU007,2217.0
IDC01,SKU008,4555.0
IDC01,SKU009,5677.0
IDC01,SKU010,6095.0
IDC01,SKU011,1940.0
IDC01,SKU012,5591.0
IDC01,SKU013,5623.0
IDC01,SKU014,3570.0
IDC01,SKU015,4411.0
IDC01,SKU016,4009.0
IDC01,SKU017,4043.0
IDC01,SKU018,3331.0
IDC01,SKU019,5302.0
IDC01,SKU020,4618.0
IDC01,SKU021,5305.0
IDC01,SKU022,3777.0
IDC01,SKU023,3617.0
IDC01,SKU024,3723.0
IDC01,SKU025,4686.0
IDC01,SKU026,3961.0
IDC01,SKU027,4577.0
IDC01,SKU028,5177.0
IDC01,SKU029,2460.0
IDC01,SKU030,5614.0
IDC01,SKU031,5113.0
IDC01,SKU032,4880.0
IDC01,SKU033,3613.0
IDC01,SKU034,5190.0
IDC01,SKU035,4371.0
IDC01,SKU036,3546.0
IDC01,SKU037,5240.0
IDC01,SKU038,4473.0
IDC01,SKU039,4315.0
IDC01,SKU040,5866.0
IDC01,SKU041,3692.0
IDC01,SKU042,3514.0
IDC01,SKU043,4138.0
IDC01,SKU044,4237.0
IDC01,SKU045,4292.0
IDC01,SKU046,3226.0
IDC01,SKU047,3168.0
IDC01,SKU048,3976.0
IDC01,SKU049,3464.0
IDC01,SKU050,2610.0
IDC01,SKU051,4917.0
IDC01,SKU052,6107.0
IDC01,SKU053,3639.0
IDC01,SKU054,4799.0
IDC01,SKU055,3315.0
IDC01,SKU056,3468.0
IDC01,SKU057,4738.0
IDC01,SKU058,4702.0
IDC01,SKU059,5298.0
IDC01,SKU060,2792.0
IDC01,SKU061,4797.0
IDC01,SKU062,5006.0
IDC01,SKU063,3713.0
IDC01,SKU064,4959.0
IDC01,SKU065,4155.0
IDC01,SKU066,2990.0
IDC01,SKU067,3466.0
IDC01,SKU068,3466.0
IDC01,SKU069,4843.0
IDC01,SKU070,5334.0
IDC01,SKU071,3961.0
IDC01,SKU072,4840.0
IDC01,SKU073,4823.0
IDC01,SKU074,4603.0
IDC01,SKU075,4352.0
IDC01,SKU076,4080.0
IDC01,SKU077,6402.0
IDC01,SKU078,3370.0
IDC01,SKU079,5066.0
IDC01,SKU080,3774.0
IDC01,SKU081,5900.0
IDC01,SKU082,4331.0
IDC01,SKU083,4243.0
IDC01,SKU084,2336.0
IDC01,SKU085,4436.0
IDC01,SKU086,3425.0
IDC01,SKU087,4544.0
IDC01,SKU088,4117.0
IDC01,SKU089,4105.0
IDC01,SKU090,4440.0
IDC01,SKU091,4987.0
IDC01,SKU092,3671.0
IDC01,SKU093,3604.0
IDC01,SKU094,3403.0
IDC01,SKU095,4219.0
IDC01,SKU096,3551.0
IDC01,SKU097,2664.0
IDC01,SKU098,6247.0
IDC01,SKU099,5289.0
IDC01,SKU100,3812.0
RDC01,SKU005,390.0
RDC01,SKU008,2859.0
RDC01,SKU010,967.0
RDC01,SKU012,1534.0
RDC01,SKU013,1556.0
RDC01,SKU015,851.0
RDC01,SKU016,1593.0
RDC01,SKU019,731.0
RDC01,SKU021,2255.0
RDC01,SKU024,2908.0
RDC01,SKU025,1238.0
RDC01,SKU026,686.0
RDC01,SKU028,2895.0
RDC01,SKU029,1365.0
RDC01,SKU030,2562.0
RDC01,SKU031,2762.0
RDC01,SKU032,2518.0
RDC01,SKU033,873.0
RDC01,SKU038,2068.0
RDC01,SKU040,1354.0
RDC01,SKU042,4043.0
RDC01,SKU047,518.0
RDC01,SKU048,1678.0
RDC01,SKU054,1299.0
RDC01,SKU055,2200.0
RDC01,SKU060,2050.0
RDC01,SKU062,2024.0
RDC01,SKU063,1827.0
RDC01,SKU064,1132.0
RDC01,SKU065,1817.0
RDC01,SKU067,2792.0
RDC01,SKU069,1347.0
RDC01,SKU070,844.0
RDC01,SKU072,1815.0
RDC01,SKU073,3486.0
RDC01,SKU076,305.0
RDC01,SKU079,3680.0
RDC01,SKU080,516.0
RDC01,SKU082,2400.0
RDC01,SKU084,2681.0
RDC01,SKU085,3788.0
RDC01,SKU086,2254.0
RDC01,SKU087,2543.0
RDC01,SKU088,864.0
RDC01,SKU089,1957.0
RDC01,SKU093,3721.0
RDC01,SKU097,3019.0
RDC01,SKU098,1966.0
RDC01,SKU099,3828.0
RDC02,SKU001,1773.0
RDC02,SKU002,1365.0
RDC02,SKU005,427.0
RDC02,SKU010,2451.0
RDC02,SKU017,470.0
RDC02,SKU019,2242.0
RDC02,SKU020,346.0
RDC02,SKU023,1911.0
RDC02,SKU024,1052.0
RDC02,SKU025,804.0
RDC02,SKU026,2983.0
RDC02,SKU028,555.0
RDC02,SKU030,1118.0
RDC02,SKU032,713.0
RDC02,SKU035,954.0
RDC02,SKU036,2011.0
RDC02,SKU037,3189.0
RDC02,SKU038,1594.0
RDC02,SKU040,2237.0
RDC02,SKU041,1410.0
RDC02,SKU043,2571.0
RDC02,SKU045,2335.0
RDC02,SKU047,1186.0
RDC02,SKU051,718.0
RDC02,SKU053,1819.0
RDC02,SKU055,849.0
RDC02,SKU056,1003.0
RDC02,SKU057,462.0
RDC02,SKU059,1225.0
RDC02,SKU060,927.0
RDC02,SKU061,998.0
RDC02,SKU062,533.0
RDC02,SKU064,2692.0
RDC02,SKU065,1318.0
RDC02,SKU069,2784.0
RDC02,SKU070,362.0
RDC02,SKU071,1221.0
RDC02,SKU072,1685.0
RDC02,SKU074,3106.0
RDC02,SKU075,2500.0
RDC02,SKU076,1778.0
RDC02,SKU077,290.0
RDC02,SKU080,547.0
RDC02,SKU081,2489.0
RDC02,SKU082,3784.0
RDC02,SKU083,1613.0
RDC02,SKU085,2489.0
RDC02,SKU086,1092.0
RDC02,SKU087,869.0
RDC02,SKU091,1088.0
RDC02,SKU092,729.0
RDC02,SKU093,826.0
RDC02,SKU095,1946.0
RDC02,SKU096,1073.0
RDC02,SKU099,3566.0
RDC03,SKU003,2239.0
RDC03,SKU004,2712.0
RDC03,SKU006,2043.0
RDC03,SKU009,2965.0
RDC03,SKU011,1524.0
RDC03,SKU013,1805.0
RDC03,SKU014,993.0
RDC03,SKU017,2876.0
RDC03,SKU019,1958.0
RDC03,SKU020,3134.0
RDC03,SKU022,1351.0
RDC03,SKU024,2677.0
RDC03,SKU028,1638.0
RDC03,SKU030,843.0
RDC03,SKU032,669.0
RDC03,SKU034,2776.0
RDC03,SKU036,1593.0
RDC03,SKU039,4112.0
RDC03,SKU044,1363.0
RDC03,SKU048,1558.0
RDC03,SKU051,1355.0
RDC03,SKU054,3015.0
RDC03,SKU062,2329.0
RDC03,SKU063,713.0
RDC03,SKU064,525.0
RDC03,SKU068,3009.0
RDC03,SKU069,1351.0
RDC03,SKU070,1183.0
RDC03,SKU071,1269.0
RDC03,SKU073,3563.0
RDC03,SKU074,1348.0
RDC03,SKU075,343.0
RDC03,SKU076,1368.0
RDC03,SKU077,836.0
RDC03,SKU081,2362.0
RDC03,SKU082,2611.0
RDC03,SKU086,575.0
RDC03,SKU089,929.0
RDC03,SKU091,2336.0
RDC03,SKU095,3916.0
RDC03,SKU097,3145.0
RDC03,SKU098,1914.0
RDC03,SKU100,2267.0
RDC04,SKU002,3686.0
RDC04,SKU004,518.0
RDC04,SKU009,2470.0
RDC04,SKU011,955.0
RDC04,SKU012,935.0
RDC04,SKU013,692.0
RDC04,SKU016,1719.0
RDC04,SKU018,801.0
RDC04,SKU022,393.0
RDC04,SKU024,626.0
RDC04,SKU026,1580.0
RDC04,SKU028,745.0
RDC04,SKU029,1527.0
RDC04,SKU030,2246.0
RDC04,SKU032,3416.0
RDC04,SKU033,1079.0
RDC04,SKU037,1487.0
RDC04,SKU038,3483.0
RDC04,SKU039,2721.0
RDC04,SKU040,2894.0
RDC04,SKU042,1801.0
RDC04,SKU043,3138.0
RDC04,SKU045,753.0
RDC04,SKU048,901.0
RDC04,SKU050,680.0
RDC04,SKU051,2051.0
RDC04,SKU054,1532.0
RDC04,SKU058,597.0
RDC04,SKU059,1173.0
RDC04,SKU060,482.0
RDC04,SKU061,1566.0
RDC04,SKU063,1919.0
RDC04,SKU065,2115.0
RDC04,SKU068,1610.0
RDC04,SKU069,1847.0
RDC04,SKU072,1266.0
RDC04,SKU073,1531.0
RDC04,SKU075,1342.0
RDC04,SKU076,1385.0
RDC04,SKU077,2081.0
RDC04,SKU079,1918.0
RDC04,SKU083,1233.0
RDC04,SKU085,1985.0
RDC04,SKU087,3499.0
RDC04,SKU088,3591.0
RDC04,SKU089,1888.0
RDC04,SKU090,2000.0
RDC04,SKU092,2564.0
RDC04,SKU094,2608.0
RDC04,SKU096,2840.0
RDC04,SKU098,1229.0
RDC04,SKU100,1715.0
RDC05,SKU001,532.0
RDC05,SKU003,1319.0
RDC05,SKU005,1784.0
RDC05,SKU006,1032.0
RDC05,SKU008,811.0
RDC05,SKU009,2725.0
RDC05,SKU012,2389.0
RDC05,SKU015,711.0
RDC05,SKU017,2708.0
RDC05,SKU019,1149.0
RDC05,SKU020,938.0
RDC05,SKU022,912.0
RDC05,SKU027,1627.0
RDC05,SKU032,1665.0
RDC05,SKU033,2450.0
RDC05,SKU034,524.0
RDC05,SKU035,1206.0
RDC05,SKU036,1103.0
RDC05,SKU037,1690.0
RDC05,SKU038,1255.0
RDC05,SKU039,1014.0
RDC05,SKU041,234.0
RDC05,SKU050,3852.0
RDC05,SKU052,3777.0
RDC05,SKU054,2491.0
RDC05,SKU056,586.0
RDC05,SKU058,2658.0
RDC05,SKU061,635.0
RDC05,SKU062,1221.0
RDC05,SKU063,543.0
RDC05,SKU064,2732.0
RDC05,SKU069,3300.0
RDC05,SKU070,1982.0
RDC05,SKU071,3139.0
RDC05,SKU072,2041.0
RDC05,SKU073,1785.0
RDC05,SKU074,2162.0
RDC05,SKU077,2861.0
RDC05,SKU078,905.0
RDC05,SKU079,1592.0
RDC05,SKU080,3382.0
RDC05,SKU081,858.0
RDC05,SKU082,2468.0
RDC05,SKU083,518.0
RDC05,SKU084,2082.0
RDC05,SKU085,1417.0
RDC05,SKU087,610.0
RDC05,SKU088,2526.0
RDC05,SKU089,2541.0
RDC05,SKU092,1374.0
RDC05,SKU096,1466.0
RDC05,SKU099,1243.0
RDC06,SKU002,1473.0
RDC06,SKU005,1527.0
RDC06,SKU006,2263.0
RDC06,SKU008,747.0
RDC06,SKU010,761.0
RDC06,SKU013,602.0
RDC06,SKU014,2562.0
RDC06,SKU015,3265.0
RDC06,SKU017,1474.0
RDC06,SKU019,2198.0
RDC06,SKU023,3129.0
RDC06,SKU024,1473.0
RDC06,SKU030,2742.0
RDC06,SKU035,3583.0
RDC06,SKU037,1232.0
RDC06,SKU038,1594.0
RDC06,SKU039,2511.0
RDC06,SKU042,614.0
RDC06,SKU044,1746.0
RDC06,SKU046,2226.0
RDC06,SKU049,1142.0
RDC06,SKU051,289.0
RDC06,SKU052,2501.0
RDC06,SKU054,1696.0
RDC06,SKU056,2104.0
RDC06,SKU057,2203.0
RDC06,SKU062,511.0
RDC06,SKU063,278.0
RDC06,SKU065,1186.0
RDC06,SKU066,2922.0
RDC06,SKU070,540.0
RDC06,SKU071,646.0
RDC06,SKU072,1738.0
RDC06,SKU073,675.0
RDC06,SKU074,2426.0
RDC06,SKU075,553.0
RDC06,SKU076,3289.0
RDC06,SKU077,3184.0
RDC06,SKU080,959.0
RDC06,SKU082,1629.0
RDC06,SKU085,793.0
RDC06,SKU089,2314.0
RDC06,SKU092,2267.0
RDC06,SKU093,2134.0
RDC06,SKU096,855.0
RDC06,SKU098,1887.0
RDC06,SKU099,909.0
RDC06,SKU100,1645.0
RDC07,SKU003,1896.0
RDC07,SKU007,2096.0
RDC07,SKU009,413.0
RDC07,SKU015,894.0
RDC07,SKU016,314.0
RDC07,SKU020,1080.0
RDC07,SKU021,605.0
RDC07,SKU022,1591.0
RDC07,SKU024,2388.0
RDC07,SKU026,647.0
RDC07,SKU027,2187.0
RDC07,SKU028,544.0
RDC07,SKU032,599.0
RDC07,SKU036,858.0
RDC07,SKU037,1222.0
RDC07,SKU039,1422.0
RDC07,SKU040,1786.0
RDC07,SKU042,381.0
RDC07,SKU043,319.0
RDC07,SKU044,1069.0
RDC07,SKU048,341.0
RDC07,SKU052,508.0
RDC07,SKU053,1312.0
RDC07,SKU058,1347.0
RDC07,SKU060,1899.0
RDC07,SKU062,3546.0
RDC07,SKU063,1234.0
RDC07,SKU065,2644.0
RDC07,SKU069,3985.0
RDC07,SKU070,1506.0
RDC07,SKU071,967.0
RDC07,SKU073,2039.0
RDC07,SKU074,1058.0
RDC07,SKU075,1081.0
RDC07,SKU076,1350.0
RDC07,SKU077,2499.0
RDC07,SKU078,3141.0
RDC07,SKU081,620.0
RDC07,SKU082,2426.0
RDC07,SKU083,2972.0
RDC07,SKU085,1313.0
RDC07,SKU086,2226.0
RDC07,SKU087,1140.0
RDC07,SKU089,1359.0
RDC07,SKU092,2575.0
RDC07,SKU093,1588.0
RDC07,SKU096,1164.0
RDC07,SKU099,651.0
RDC07,SKU100,1726.0
RDC08,SKU005,1994.0
RDC08,SKU007,3771.0
RDC08,SKU008,2208.0
RDC08,SKU009,345.0
RDC08,SKU010,2254.0
RDC08,SKU013,1165.0
RDC08,SKU015,965.0
RDC08,SKU016,1948.0
RDC08,SKU017,1094.0
RDC08,SKU018,3052.0
RDC08,SKU019,3808.0
RDC08,SKU020,3261.0
RDC08,SKU022,1328.0
RDC08,SKU025,2315.0
RDC08,SKU026,554.0
RDC08,SKU028,1138.0
RDC08,SKU030,2788.0
RDC08,SKU031,1442.0
RDC08,SKU032,325.0
RDC08,SKU033,915.0
RDC08,SKU034,3753.0
RDC08,SKU035,2652.0
RDC08,SKU040,2172.0
RDC08,SKU045,3901.0
RDC08,SKU046,1800.0
RDC08,SKU049,2521.0
RDC08,SKU052,990.0
RDC08,SKU053,504.0
RDC08,SKU054,1583.0
RDC08,SKU056,3164.0
RDC08,SKU057,1681.0
RDC08,SKU059,2650.0
RDC08,SKU061,1303.0
RDC08,SKU062,2433.0
RDC08,SKU064,1749.0
RDC08,SKU065,1072.0
RDC08,SKU066,2450.0
RDC08,SKU069,664.0
RDC08,SKU070,2149.0
RDC08,SKU071,1244.0
RDC08,SKU072,859.0
RDC08,SKU073,1942.0
RDC08,SKU074,2178.0
RDC08,SKU075,3536.0
RDC08,SKU076,401.0
RDC08,SKU077,2521.0
RDC08,SKU078,2478.0
RDC08,SKU090,2210.0
RDC08,SKU091,472.0
RDC08,SKU092,1622.0
RDC08,SKU094,2692.0
RDC08,SKU100,1540.0
RDC09,SKU002,551.0
RDC09,SKU003,812.0
RDC09,SKU005,509.0
RDC09,SKU009,3649.0
RDC09,SKU012,1280.0
RDC09,SKU015,2378.0
RDC09,SKU017,2110.0
RDC09,SKU019,776.0
RDC09,SKU021,838.0
RDC09,SKU023,1791.0
RDC09,SKU025,1364.0
RDC09,SKU026,948.0
RDC09,SKU034,2101.0
RDC09,SKU036,1433.0
RDC09,SKU039,1062.0
RDC09,SKU040,513.0
RDC09,SKU043,1469.0
RDC09,SKU044,3797.0
RDC09,SKU045,2551.0
RDC09,SKU051,3249.0
RDC09,SKU053,2017.0
RDC09,SKU054,4011.0
RDC09,SKU059,1730.0
RDC09,SKU062,2179.0
