Location,SKU,Type,ServiceLevel,BaseStockLevel
CDC02,SKU062,FG,82.71,22767.0
CDC02,SKU063,FG,76.86,21724.0
CDC02,SKU064,FG,98.29,18452.0
CDC02,SKU065,FG,99.85,15070.0
CDC02,SKU066,FG,100.0,16343.0
CDC02,SKU067,FG,100.0,10572.0
CDC02,SKU069,FG,86.86,22994.0
CDC02,SKU070,FG,100.0,16414.0
CDC02,SKU071,FG,95.0,18033.0
CDC02,SKU072,FG,97.29,23384.0
CDC02,SKU073,FG,87.29,26785.0
CDC02,SKU074,FG,84.57,24094.0
CDC02,SKU075,FG,99.93,14690.0
CDC02,SKU076,FG,87.71,25335.0
CDC02,SKU077,FG,99.93,23836.0
CDC02,SKU078,FG,100.0,13488.0
CDC02,SKU079,FG,100.0,15316.0
CDC02,SKU080,FG,100.0,12103.0
CDC02,SKU081,FG,100.0,17835.0
CDC02,SKU082,FG,92.86,24285.0
CDC02,SKU083,FG,100.0,15847.0
CDC02,SKU085,FG,100.0,15876.0
CDC02,SKU086,FG,100.0,11630.0
CDC02,SKU087,FG,95.71,19696.0
CDC02,SKU088,FG,100.0,10312.0
CDC02,SKU089,FG,45.0,20134.0
CDC02,SKU090,FG,100.0,15152.0
CDC02,SKU091,FG,99.43,24152.0
CDC02,SKU092,FG,99.93,16268.0
CDC02,SKU093,FG,91.0,18453.0
CDC02,SKU094,FG,100.0,12224.0
CDC02,SKU096,FG,100.0,11392.0
CDC02,SKU098,FG,96.14,32832.0
CDC02,SKU099,FG,100.0,14189.0
CDC02,SKU100,FG,46.14,26454.0
IDC01,SKU001,FG,98.94,4200.0
IDC01,SKU002,FG,96.65,3750.0
IDC01,SKU003,FG,98.33,3576.0
IDC01,SKU004,FG,99.13,3451.0
IDC01,SKU005,FG,97.7,4935.0
IDC01,SKU006,FG,98.49,4209.0
IDC01,SKU007,FG,98.46,2217.0
IDC01,SKU008,FG,98.33,4555.0
IDC01,SKU009,FG,98.58,5677.0
IDC01,SKU010,FG,97.73,6095.0
IDC01,SKU011,FG,98.4,1940.0
IDC01,SKU012,FG,97.03,5591.0
IDC01,SKU013,FG,98.82,5623.0
IDC01,SKU014,FG,98.75,3570.0
IDC01,SKU015,FG,98.26,4411.0
IDC01,SKU016,FG,98.59,4009.0
IDC01,SKU017,FG,98.25,4043.0
IDC01,SKU018,FG,98.51,3331.0
IDC01,SKU019,FG,98.08,5302.0
IDC01,SKU020,FG,98.3,4618.0
IDC01,SKU021,FG,98.79,5305.0
IDC01,SKU022,FG,98.38,3777.0
IDC01,SKU023,FG,98.16,3617.0
IDC01,SKU024,FG,98.14,3723.0
IDC01,SKU025,FG,98.12,4686.0
IDC01,SKU026,FG,98.37,3961.0
IDC01,SKU027,FG,98.42,4577.0
IDC01,SKU028,FG,98.12,5177.0
IDC01,SKU029,FG,99.07,2460.0
IDC01,SKU030,FG,98.34,5614.0
IDC01,SKU031,FG,97.97,5113.0
IDC01,SKU032,FG,98.83,4880.0
IDC01,SKU033,FG,97.41,3613.0
IDC01,SKU034,FG,98.42,5190.0
IDC01,SKU035,FG,98.15,4371.0
IDC01,SKU036,FG,98.1,3546.0
IDC01,SKU037,FG,98.3,5240.0
IDC01,SKU038,FG,98.6,4473.0
IDC01,SKU039,FG,98.08,4315.0
IDC01,SKU040,FG,97.81,5866.0
IDC01,SKU041,FG,99.42,3692.0
IDC01,SKU042,FG,98.82,3514.0
IDC01,SKU043,FG,98.41,4138.0
IDC01,SKU044,FG,98.07,4237.0
IDC01,SKU045,FG,98.72,4292.0
IDC01,SKU046,FG,98.23,3226.0
IDC01,SKU047,FG,98.1,3168.0
IDC01,SKU048,FG,98.24,3976.0
IDC01,SKU049,FG,99.04,3464.0
IDC01,SKU050,FG,98.77,2610.0
IDC01,SKU051,FG,98.65,4917.0
IDC01,SKU052,FG,98.59,6107.0
IDC01,SKU053,FG,96.86,3639.0
IDC01,SKU054,FG,96.41,4799.0
IDC01,SKU055,FG,98.91,3315.0
IDC01,SKU056,FG,98.58,3468.0
IDC01,SKU057,FG,98.75,4738.0
IDC01,SKU058,FG,98.77,4702.0
IDC01,SKU059,FG,98.76,5298.0
IDC01,SKU060,FG,98.17,2792.0
IDC01,SKU061,FG,98.94,4797.0
IDC01,SKU062,FG,98.28,5006.0
IDC01,SKU063,FG,98.09,3713.0
IDC01,SKU064,FG,98.48,4959.0
IDC01,SKU065,FG,97.69,4155.0
IDC01,SKU066,FG,98.37,2990.0
IDC01,SKU067,FG,97.61,3466.0
IDC01,SKU068,FG,98.79,3466.0
IDC01,SKU069,FG,97.77,4843.0
IDC01,SKU070,FG,98.33,5334.0
IDC01,SKU071,FG,98.44,3961.0
IDC01,SKU072,FG,98.57,4840.0
IDC01,SKU073,FG,98.33,4823.0
IDC01,SKU074,FG,96.94,4603.0
IDC01,SKU075,FG,97.67,4352.0
IDC01,SKU076,FG,98.21,4080.0
IDC01,SKU077,FG,97.63,6402.0
IDC01,SKU078,FG,98.52,3370.0
IDC01,SKU079,FG,98.57,5066.0
IDC01,SKU080,FG,98.08,3774.0
IDC01,SKU081,FG,98.55,5900.0
IDC01,SKU082,FG,96.65,4331.0
IDC01,SKU083,FG,97.75,4243.0
IDC01,SKU084,FG,98.96,2336.0
IDC01,SKU085,FG,98.46,4436.0
IDC01,SKU086,FG,97.82,3425.0
IDC01,SKU087,FG,98.25,4544.0
IDC01,SKU088,FG,98.41,4117.0
IDC01,SKU089,FG,98.08,4105.0
IDC01,SKU090,FG,96.87,4440.0
IDC01,SKU091,FG,99.16,4987.0
IDC01,SKU092,FG,97.77,3671.0
IDC01,SKU093,FG,98.06,3604.0
IDC01,SKU094,FG,98.96,3403.0
IDC01,SKU095,FG,98.88,4219.0
IDC01,SKU096,FG,98.4,3551.0
IDC01,SKU097,FG,98.87,2664.0
IDC01,SKU098,FG,98.46,6247.0
IDC01,SKU099,FG,97.82,5289.0
IDC01,SKU100,FG,98.1,3812.0
RDC01,SKU005,FG,100.0,390.0
RDC01,SKU008,FG,100.0,2859.0
RDC01,SKU010,FG,99.96,967.0
RDC01,SKU012,FG,100.0,1534.0
RDC01,SKU013,FG,100.0,1556.0
RDC01,SKU015,FG,99.96,851.0
RDC01,SKU016,FG,100.0,1593.0
RDC01,SKU019,FG,99.78,731.0
RDC01,SKU021,FG,100.0,2255.0
RDC01,SKU024,FG,99.78,2908.0
RDC01,SKU025,FG,99.89,1238.0
RDC01,SKU026,FG,100.0,686.0
RDC01,SKU028,FG,99.56,2895.0
RDC01,SKU029,FG,100.0,1365.0
RDC01,SKU030,FG,99.26,2562.0
RDC01,SKU031,FG,99.92,2762.0
RDC01,SKU032,FG,100.0,2518.0
RDC01,SKU033,FG,100.0,873.0
RDC01,SKU038,FG,99.93,2068.0
RDC01,SKU040,FG,100.0,1354.0
RDC01,SKU042,FG,100.0,4043.0
RDC01,SKU047,FG,99.92,518.0
RDC01,SKU048,FG,99.96,1678.0
RDC01,SKU054,FG,34.52,1299.0
RDC01,SKU055,FG,100.0,2200.0
RDC01,SKU060,FG,99.78,2050.0
RDC01,SKU062,FG,99.96,2024.0
RDC01,SKU063,FG,99.7,1827.0
RDC01,SKU064,FG,100.0,1132.0
RDC01,SKU065,FG,99.85,1817.0
RDC01,SKU067,FG,99.62,2792.0
RDC01,SKU069,FG,100.0,1347.0
RDC01,SKU070,FG,99.93,844.0
RDC01,SKU072,FG,100.0,1815.0
RDC01,SKU073,FG,100.0,3486.0
RDC01,SKU076,FG,100.0,305.0
RDC01,SKU079,FG,100.0,3680.0
RDC01,SKU080,FG,100.0,516.0
RDC01,SKU082,FG,99.96,2400.0
RDC01,SKU084,FG,100.0,2681.0
RDC01,SKU085,FG,100.0,3788.0
RDC01,SKU086,FG,99.77,2254.0
RDC01,SKU087,FG,100.0,2543.0
RDC01,SKU088,FG,99.96,864.0
RDC01,SKU089,FG,99.33,1957.0
RDC01,SKU093,FG,100.0,3721.0
RDC01,SKU097,FG,100.0,3019.0
RDC01,SKU098,FG,99.93,1966.0
RDC01,SKU099,FG,100.0,3828.0
RDC02,SKU001,FG,100.0,1773.0
RDC02,SKU002,FG,100.0,1365.0
RDC02,SKU005,FG,100.0,427.0
RDC02,SKU010,FG,99.93,2451.0
RDC02,SKU017,FG,100.0,470.0
RDC02,SKU019,FG,99.78,2242.0
RDC02,SKU020,FG,99.89,346.0
RDC02,SKU023,FG,100.0,1911.0
RDC02,SKU024,FG,99.7,1052.0
RDC02,SKU025,FG,99.93,804.0
RDC02,SKU026,FG,100.0,2983.0
RDC02,SKU028,FG,99.33,555.0
RDC02,SKU030,FG,99.09,1118.0
RDC02,SKU032,FG,99.96,713.0
RDC02,SKU035,FG,99.85,954.0
RDC02,SKU036,FG,99.55,2011.0
RDC02,SKU037,FG,100.0,3189.0
RDC02,SKU038,FG,99.92,1594.0
RDC02,SKU040,FG,99.96,2237.0
RDC02,SKU041,FG,100.0,1410.0
RDC02,SKU043,FG,100.0,2571.0
RDC02,SKU045,FG,99.93,2335.0
RDC02,SKU047,FG,99.85,1186.0
RDC02,SKU051,FG,99.92,718.0
RDC02,SKU053,FG,100.0,1819.0
RDC02,SKU055,FG,100.0,849.0
RDC02,SKU056,FG,100.0,1003.0
RDC02,SKU057,FG,99.96,462.0
RDC02,SKU059,FG,100.0,1225.0
RDC02,SKU060,FG,99.06,927.0
RDC02,SKU061,FG,99.96,998.0
RDC02,SKU062,FG,100.0,533.0
RDC02,SKU064,FG,100.0,2692.0
RDC02,SKU065,FG,99.85,1318.0
RDC02,SKU069,FG,100.0,2784.0
RDC02,SKU070,FG,99.89,362.0
RDC02,SKU071,FG,100.0,1221.0
RDC02,SKU072,FG,100.0,1685.0
RDC02,SKU074,FG,100.0,3106.0
RDC02,SKU075,FG,100.0,2500.0
RDC02,SKU076,FG,99.96,1778.0
RDC02,SKU077,FG,99.77,290.0
RDC02,SKU080,FG,100.0,547.0
RDC02,SKU081,FG,99.85,2489.0
RDC02,SKU082,FG,100.0,3784.0
RDC02,SKU083,FG,100.0,1613.0
RDC02,SKU085,FG,100.0,2489.0
RDC02,SKU086,FG,99.85,1092.0
RDC02,SKU087,FG,100.0,869.0
RDC02,SKU091,FG,100.0,1088.0
RDC02,SKU092,FG,100.0,729.0
RDC02,SKU093,FG,100.0,826.0
RDC02,SKU095,FG,100.0,1946.0
RDC02,SKU096,FG,100.0,1073.0
RDC02,SKU099,FG,100.0,3566.0
RDC03,SKU003,FG,100.0,2239.0
RDC03,SKU004,FG,100.0,2712.0
RDC03,SKU006,FG,100.0,2043.0
RDC03,SKU009,FG,100.0,2965.0
RDC03,SKU011,FG,100.0,1524.0
RDC03,SKU013,FG,100.0,1805.0
RDC03,SKU014,FG,99.96,993.0
RDC03,SKU017,FG,100.0,2876.0
RDC03,SKU019,FG,97.81,1958.0
RDC03,SKU020,FG,99.93,3134.0
RDC03,SKU022,FG,100.0,1351.0
RDC03,SKU024,FG,99.7,2677.0
RDC03,SKU028,FG,99.74,1638.0
RDC03,SKU030,FG,99.78,843.0
RDC03,SKU032,FG,100.0,669.0
RDC03,SKU034,FG,99.92,2776.0
RDC03,SKU036,FG,99.66,1593.0
RDC03,SKU039,FG,99.63,4112.0
RDC03,SKU044,FG,99.89,1363.0
RDC03,SKU048,FG,100.0,1558.0
RDC03,SKU051,FG,99.96,1355.0
RDC03,SKU054,FG,81.17,3015.0
RDC03,SKU062,FG,100.0,2329.0
RDC03,SKU063,FG,99.85,713.0
RDC03,SKU064,FG,100.0,525.0
RDC03,SKU068,FG,100.0,3009.0
RDC03,SKU069,FG,100.0,1351.0
RDC03,SKU070,FG,99.93,1183.0
RDC03,SKU071,FG,100.0,1269.0
RDC03,SKU073,FG,100.0,3563.0
RDC03,SKU074,FG,100.0,1348.0
RDC03,SKU075,FG,100.0,343.0
RDC03,SKU076,FG,100.0,1368.0
RDC03,SKU077,FG,100.0,836.0
RDC03,SKU081,FG,99.85,2362.0
RDC03,SKU082,FG,99.93,2611.0
RDC03,SKU086,FG,99.63,575.0
RDC03,SKU089,FG,98.07,929.0
RDC03,SKU091,FG,100.0,2336.0
RDC03,SKU095,FG,99.93,3916.0
RDC03,SKU097,FG,99.92,3145.0
RDC03,SKU098,FG,100.0,1914.0
RDC03,SKU100,FG,98.19,2267.0
RDC04,SKU002,FG,100.0,3686.0
RDC04,SKU004,FG,100.0,518.0
RDC04,SKU009,FG,100.0,2470.0
RDC04,SKU011,FG,100.0,955.0
RDC04,SKU012,FG,100.0,935.0
RDC04,SKU013,FG,100.0,692.0
RDC04,SKU016,FG,100.0,1719.0
RDC04,SKU018,FG,99.92,801.0
RDC04,SKU022,FG,99.96,393.0
RDC04,SKU024,FG,99.51,626.0
RDC04,SKU026,FG,100.0,1580.0
RDC04,SKU028,FG,99.85,745.0
RDC04,SKU029,FG,99.92,1527.0
RDC04,SKU030,FG,99.56,2246.0
RDC04,SKU032,FG,100.0,3416.0
RDC04,SKU033,FG,100.0,1079.0
RDC04,SKU037,FG,100.0,1487.0
RDC04,SKU038,FG,100.0,3483.0
RDC04,SKU039,FG,99.48,2721.0
RDC04,SKU040,FG,100.0,2894.0
RDC04,SKU042,FG,99.96,1801.0
RDC04,SKU043,FG,100.0,3138.0
RDC04,SKU045,FG,99.85,753.0
RDC04,SKU048,FG,100.0,901.0
RDC04,SKU050,FG,99.96,680.0
RDC04,SKU051,FG,99.92,2051.0
RDC04,SKU054,FG,81.36,1532.0
RDC04,SKU058,FG,100.0,597.0
RDC04,SKU059,FG,99.85,1173.0
RDC04,SKU060,FG,98.34,482.0
RDC04,SKU061,FG,100.0,1566.0
RDC04,SKU063,FG,99.06,1919.0
RDC04,SKU065,FG,99.93,2115.0
RDC04,SKU068,FG,100.0,1610.0
RDC04,SKU069,FG,99.92,1847.0
RDC04,SKU072,FG,100.0,1266.0
RDC04,SKU073,FG,100.0,1531.0
RDC04,SKU075,FG,100.0,1342.0
RDC04,SKU076,FG,99.96,1385.0
RDC04,SKU077,FG,99.92,2081.0
RDC04,SKU079,FG,100.0,1918.0
RDC04,SKU083,FG,100.0,1233.0
RDC04,SKU085,FG,100.0,1985.0
RDC04,SKU087,FG,100.0,3499.0
RDC04,SKU088,FG,100.0,3591.0
RDC04,SKU089,FG,97.33,1888.0
RDC04,SKU090,FG,100.0,2000.0
RDC04,SKU092,FG,100.0,2564.0
RDC04,SKU094,FG,100.0,2608.0
RDC04,SKU096,FG,100.0,2840.0
RDC04,SKU098,FG,99.93,1229.0
RDC04,SKU100,FG,95.58,1715.0
RDC05,SKU001,FG,100.0,532.0
RDC05,SKU003,FG,100.0,1319.0
RDC05,SKU005,FG,99.96,1784.0
RDC05,SKU006,FG,100.0,1032.0
RDC05,SKU008,FG,99.96,811.0
RDC05,SKU009,FG,100.0,2725.0
RDC05,SKU012,FG,100.0,2389.0
RDC05,SKU015,FG,100.0,711.0
RDC05,SKU017,FG,100.0,2708.0
RDC05,SKU019,FG,99.28,1149.0
RDC05,SKU020,FG,99.93,938.0
RDC05,SKU022,FG,100.0,912.0
RDC05,SKU027,FG,100.0,1627.0
RDC05,SKU032,FG,99.96,1665.0
RDC05,SKU033,FG,100.0,2450.0
RDC05,SKU034,FG,100.0,524.0
RDC05,SKU035,FG,99.85,1206.0
RDC05,SKU036,FG,99.81,1103.0
RDC05,SKU037,FG,100.0,1690.0
RDC05,SKU038,FG,99.92,1255.0
RDC05,SKU039,FG,99.7,1014.0
RDC05,SKU041,FG,100.0,234.0
RDC05,SKU050,FG,99.93,3852.0
RDC05,SKU052,FG,100.0,3777.0
RDC05,SKU054,FG,82.26,2491.0
RDC05,SKU056,FG,100.0,586.0
RDC05,SKU058,FG,100.0,2658.0
RDC05,SKU061,FG,99.93,635.0
RDC05,SKU062,FG,100.0,1221.0
RDC05,SKU063,FG,99.77,543.0
RDC05,SKU064,FG,100.0,2732.0
RDC05,SKU069,FG,100.0,3300.0
RDC05,SKU070,FG,99.85,1982.0
RDC05,SKU071,FG,100.0,3139.0
RDC05,SKU072,FG,100.0,2041.0
RDC05,SKU073,FG,100.0,1785.0
RDC05,SKU074,FG,100.0,2162.0
RDC05,SKU077,FG,99.85,2861.0
RDC05,SKU078,FG,100.0,905.0
RDC05,SKU079,FG,100.0,1592.0
RDC05,SKU080,FG,100.0,3382.0
RDC05,SKU081,FG,99.85,858.0
RDC05,SKU082,FG,100.0,2468.0
RDC05,SKU083,FG,100.0,518.0
RDC05,SKU084,FG,100.0,2082.0
RDC05,SKU085,FG,100.0,1417.0
RDC05,SKU087,FG,99.96,610.0
RDC05,SKU088,FG,100.0,2526.0
RDC05,SKU089,FG,99.33,2541.0
RDC05,SKU092,FG,100.0,1374.0
RDC05,SKU096,FG,100.0,1466.0
RDC05,SKU099,FG,100.0,1243.0
RDC06,SKU002,FG,99.96,1473.0
RDC06,SKU005,FG,100.0,1527.0
RDC06,SKU006,FG,100.0,2263.0
RDC06,SKU008,FG,100.0,747.0
RDC06,SKU010,FG,99.92,761.0
RDC06,SKU013,FG,100.0,602.0
RDC06,SKU014,FG,100.0,2562.0
RDC06,SKU015,FG,99.93,3265.0
RDC06,SKU017,FG,99.81,1474.0
RDC06,SKU019,FG,99.28,2198.0
RDC06,SKU023,FG,99.85,3129.0
RDC06,SKU024,FG,99.55,1473.0
RDC06,SKU030,FG,100.0,2742.0
RDC06,SKU035,FG,99.7,3583.0
RDC06,SKU037,FG,100.0,1232.0
RDC06,SKU038,FG,100.0,1594.0
RDC06,SKU039,FG,98.3,2511.0
RDC06,SKU042,FG,100.0,614.0
RDC06,SKU044,FG,100.0,1746.0
RDC06,SKU046,FG,100.0,2226.0
RDC06,SKU049,FG,99.92,1142.0
RDC06,SKU051,FG,100.0,289.0
RDC06,SKU052,FG,100.0,2501.0
RDC06,SKU054,FG,100.0,1696.0
RDC06,SKU056,FG,100.0,2104.0
RDC06,SKU057,FG,100.0,2203.0
RDC06,SKU062,FG,99.43,511.0
RDC06,SKU063,FG,98.53,278.0
RDC06,SKU065,FG,100.0,1186.0
RDC06,SKU066,FG,100.0,2922.0
RDC06,SKU070,FG,100.0,540.0
RDC06,SKU071,FG,99.89,646.0
RDC06,SKU072,FG,99.96,1738.0
RDC06,SKU073,FG,99.92,675.0
RDC06,SKU074,FG,99.81,2426.0
RDC06,SKU075,FG,100.0,553.0
RDC06,SKU076,FG,100.0,3289.0
RDC06,SKU077,FG,100.0,3184.0
RDC06,SKU080,FG,99.89,959.0
RDC06,SKU082,FG,100.0,1629.0
RDC06,SKU085,FG,100.0,793.0
RDC06,SKU089,FG,97.63,2314.0
RDC06,SKU092,FG,100.0,2267.0
RDC06,SKU093,FG,99.7,2134.0
RDC06,SKU096,FG,100.0,855.0
RDC06,SKU098,FG,99.85,1887.0
RDC06,SKU099,FG,100.0,909.0
RDC06,SKU100,FG,96.11,1645.0
RDC07,SKU003,FG,99.81,1896.0
RDC07,SKU007,FG,99.96,2096.0
RDC07,SKU009,FG,100.0,413.0
RDC07,SKU015,FG,99.66,894.0
RDC07,SKU016,FG,99.96,314.0
RDC07,SKU020,FG,100.0,1080.0
RDC07,SKU021,FG,100.0,605.0
RDC07,SKU022,FG,99.96,1591.0
RDC07,SKU024,FG,99.89,2388.0
RDC07,SKU026,FG,100.0,647.0
RDC07,SKU027,FG,100.0,2187.0
RDC07,SKU028,FG,99.92,544.0
RDC07,SKU032,FG,99.93,599.0
RDC07,SKU036,FG,99.66,858.0
RDC07,SKU037,FG,100.0,1222.0
RDC07,SKU039,FG,97.17,1422.0
RDC07,SKU040,FG,100.0,1786.0
RDC07,SKU042,FG,100.0,381.0
RDC07,SKU043,FG,99.89,319.0
RDC07,SKU044,FG,100.0,1069.0
RDC07,SKU048,FG,100.0,341.0
RDC07,SKU052,FG,100.0,508.0
RDC07,SKU053,FG,100.0,1312.0
RDC07,SKU058,FG,100.0,1347.0
RDC07,SKU060,FG,99.58,1899.0
RDC07,SKU062,FG,99.85,3546.0
RDC07,SKU063,FG,99.26,1234.0
RDC07,SKU065,FG,100.0,2644.0
RDC07,SKU069,FG,100.0,3985.0
RDC07,SKU070,FG,100.0,1506.0
RDC07,SKU071,FG,99.74,967.0
RDC07,SKU073,FG,99.96,2039.0
RDC07,SKU074,FG,99.55,1058.0
RDC07,SKU075,FG,100.0,1081.0
RDC07,SKU076,FG,99.78,1350.0
RDC07,SKU077,FG,100.0,2499.0
RDC07,SKU078,FG,100.0,3141.0
RDC07,SKU081,FG,100.0,620.0
RDC07,SKU082,FG,100.0,2426.0
RDC07,SKU083,FG,99.96,2972.0
RDC07,SKU085,FG,100.0,1313.0
RDC07,SKU086,FG,100.0,2226.0
RDC07,SKU087,FG,99.92,1140.0
RDC07,SKU089,FG,94.3,1359.0
RDC07,SKU092,FG,100.0,2575.0
RDC07,SKU093,FG,99.93,1588.0
RDC07,SKU096,FG,100.0,1164.0
RDC07,SKU099,FG,100.0,651.0
RDC07,SKU100,FG,96.96,1726.0
RDC08,SKU005,FG,100.0,1994.0
RDC08,SKU007,FG,100.0,3771.0
RDC08,SKU008,FG,100.0,2208.0
RDC08,SKU009,FG,100.0,345.0
RDC08,SKU010,FG,100.0,2254.0
