Location,SKU,Type,ServiceLevel,BaseStockLevel
CDC02,SKU066,FG,99.93,13761.0
CDC02,SKU067,FG,99.63,9168.0
CDC02,SKU069,FG,65.57,19576.0
CDC02,SKU070,FG,96.81,13455.0
CDC02,SKU071,FG,79.29,15223.0
CDC02,SKU072,FG,30.14,18403.0
CDC02,SKU073,FG,41.14,21753.0
CDC02,SKU074,FG,62.0,20154.0
CDC02,SKU075,FG,99.26,12006.0
CDC02,SKU076,FG,74.0,20890.0
CDC02,SKU077,FG,99.11,20013.0
CDC02,SKU078,FG,99.26,11786.0
CDC02,SKU079,FG,99.85,11957.0
CDC02,SKU080,FG,100.0,10620.0
CDC02,SKU081,FG,99.78,14500.0
CDC02,SKU082,FG,61.43,20787.0
CDC02,SKU083,FG,100.0,12843.0
CDC02,SKU085,FG,95.41,12673.0
CDC02,SKU086,FG,98.37,9575.0
CDC02,SKU087,FG,72.29,15792.0
CDC02,SKU088,FG,100.0,8600.0
CDC02,SKU089,FG,31.71,17851.0
CDC02,SKU090,FG,99.93,12666.0
CDC02,SKU091,FG,60.71,16900.0
CDC02,SKU092,FG,99.63,14865.0
CDC02,SKU093,FG,38.71,15353.0
CDC02,SKU094,FG,98.67,10026.0
CDC02,SKU096,FG,99.93,9907.0
CDC02,SKU098,FG,14.0,26355.0
CDC02,SKU099,FG,100.0,12557.0
CDC02,SKU100,FG,85.0,23573.0
IDC01,SKU001,FG,97.57,1875.0
IDC01,SKU002,FG,97.92,5007.0
IDC01,SKU003,FG,96.38,1361.0
IDC01,SKU004,FG,99.38,4519.0
IDC01,SKU005,FG,98.52,6375.0
IDC01,SKU006,FG,98.8,5190.0
IDC01,SKU007,FG,99.09,3070.0
IDC01,SKU008,FG,98.31,4322.0
IDC01,SKU009,FG,98.41,5193.0
IDC01,SKU010,FG,98.08,7477.0
IDC01,SKU011,FG,99.07,2689.0
IDC01,SKU012,FG,98.2,8088.0
IDC01,SKU013,FG,96.04,1947.0
IDC01,SKU014,FG,98.96,3803.0
IDC01,SKU015,FG,98.85,5007.0
IDC01,SKU016,FG,98.99,5047.0
IDC01,SKU017,FG,98.62,4936.0
IDC01,SKU018,FG,98.93,3819.0
IDC01,SKU019,FG,98.42,5757.0
IDC01,SKU020,FG,98.8,5845.0
IDC01,SKU021,FG,96.38,1738.0
IDC01,SKU022,FG,98.71,3992.0
IDC01,SKU023,FG,98.52,4732.0
IDC01,SKU024,FG,98.08,4465.0
IDC01,SKU025,FG,96.37,1910.0
IDC01,SKU026,FG,99.04,5504.0
IDC01,SKU027,FG,98.88,5994.0
IDC01,SKU028,FG,98.75,7639.0
IDC01,SKU029,FG,99.36,3292.0
IDC01,SKU030,FG,96.42,2365.0
IDC01,SKU031,FG,97.72,4652.0
IDC01,SKU032,FG,96.85,1909.0
IDC01,SKU033,FG,98.39,4884.0
IDC01,SKU034,FG,98.8,6322.0
IDC01,SKU035,FG,98.08,4456.0
IDC01,SKU036,FG,98.56,3927.0
IDC01,SKU037,FG,96.36,1922.0
IDC01,SKU038,FG,96.46,1915.0
IDC01,SKU039,FG,98.55,5038.0
IDC01,SKU040,FG,93.54,2280.0
IDC01,SKU041,FG,97.15,910.0
IDC01,SKU042,FG,98.69,3137.0
IDC01,SKU043,FG,98.95,5482.0
IDC01,SKU044,FG,98.16,5182.0
IDC01,SKU045,FG,98.1,2788.0
IDC01,SKU046,FG,98.93,4590.0
IDC01,SKU047,FG,98.88,4799.0
IDC01,SKU048,FG,98.99,4825.0
IDC01,SKU049,FG,99.5,4881.0
IDC01,SKU050,FG,99.15,3788.0
IDC01,SKU051,FG,98.58,4556.0
IDC01,SKU052,FG,96.37,2063.0
IDC01,SKU053,FG,98.29,5544.0
IDC01,SKU054,FG,97.49,6803.0
IDC01,SKU055,FG,95.82,1013.0
IDC01,SKU056,FG,99.14,4967.0
IDC01,SKU057,FG,96.4,1761.0
IDC01,SKU058,FG,98.45,3767.0
IDC01,SKU059,FG,96.99,1925.0
IDC01,SKU060,FG,98.62,3662.0
IDC01,SKU061,FG,98.93,4580.0
IDC01,SKU062,FG,98.63,6084.0
IDC01,SKU063,FG,98.1,4265.0
IDC01,SKU064,FG,98.45,5112.0
IDC01,SKU065,FG,98.41,5161.0
IDC01,SKU066,FG,99.05,4149.0
IDC01,SKU067,FG,98.54,4601.0
IDC01,SKU068,FG,98.44,2679.0
IDC01,SKU069,FG,97.01,3678.0
IDC01,SKU070,FG,96.41,1996.0
IDC01,SKU071,FG,98.68,5214.0
IDC01,SKU072,FG,96.44,2062.0
IDC01,SKU073,FG,98.1,4798.0
IDC01,SKU074,FG,98.2,5730.0
IDC01,SKU075,FG,97.63,4291.0
IDC01,SKU076,FG,98.2,4053.0
IDC01,SKU077,FG,98.51,8877.0
IDC01,SKU078,FG,98.9,3941.0
IDC01,SKU079,FG,98.64,4946.0
IDC01,SKU080,FG,98.78,4966.0
IDC01,SKU081,FG,99.0,6777.0
IDC01,SKU082,FG,97.66,5179.0
IDC01,SKU083,FG,98.64,5617.0
IDC01,SKU084,FG,99.29,2956.0
IDC01,SKU085,FG,96.4,1862.0
IDC01,SKU086,FG,98.27,4574.0
IDC01,SKU087,FG,98.26,5430.0
IDC01,SKU088,FG,98.2,3680.0
IDC01,SKU089,FG,96.43,2094.0
IDC01,SKU090,FG,98.1,6560.0
IDC01,SKU091,FG,96.71,1442.0
IDC01,SKU092,FG,98.54,5115.0
IDC01,SKU093,FG,98.14,4125.0
IDC01,SKU094,FG,97.03,1264.0
IDC01,SKU095,FG,99.09,4917.0
IDC01,SKU096,FG,99.04,4738.0
IDC01,SKU097,FG,99.04,3040.0
IDC01,SKU098,FG,96.42,2215.0
IDC01,SKU099,FG,98.23,6137.0
IDC01,SKU100,FG,98.36,4610.0
RDC01,SKU005,FG,99.92,360.0
RDC01,SKU008,FG,100.0,2546.0
RDC01,SKU010,FG,93.96,892.0
RDC01,SKU012,FG,98.04,1390.0
RDC01,SKU013,FG,99.56,1289.0
RDC01,SKU015,FG,99.96,777.0
RDC01,SKU016,FG,100.0,1351.0
RDC01,SKU019,FG,99.19,621.0
RDC01,SKU021,FG,74.72,2039.0
RDC01,SKU024,FG,94.59,2422.0
RDC01,SKU025,FG,58.3,1163.0
RDC01,SKU026,FG,100.0,636.0
RDC01,SKU028,FG,98.0,2593.0
RDC01,SKU029,FG,99.62,1236.0
RDC01,SKU030,FG,67.93,2294.0
RDC01,SKU031,FG,99.62,2481.0
RDC01,SKU032,FG,99.51,2231.0
RDC01,SKU033,FG,100.0,785.0
RDC01,SKU038,FG,92.22,1692.0
RDC01,SKU040,FG,99.85,1218.0
RDC01,SKU042,FG,100.0,3317.0
RDC01,SKU047,FG,99.28,486.0
RDC01,SKU048,FG,98.64,1553.0
RDC01,SKU054,FG,97.33,1171.0
RDC01,SKU055,FG,99.36,2024.0
RDC01,SKU060,FG,97.78,1766.0
RDC01,SKU062,FG,99.74,1803.0
RDC01,SKU063,FG,98.52,1569.0
RDC01,SKU064,FG,99.93,1026.0
RDC01,SKU065,FG,97.09,1682.0
RDC01,SKU067,FG,98.3,2481.0
RDC01,SKU069,FG,100.0,1111.0
RDC01,SKU070,FG,63.19,703.0
RDC01,SKU072,FG,99.85,1685.0
RDC01,SKU073,FG,100.0,2971.0
RDC01,SKU076,FG,100.0,276.0
RDC01,SKU079,FG,100.0,3113.0
RDC01,SKU080,FG,99.92,469.0
RDC01,SKU082,FG,96.34,2160.0
RDC01,SKU084,FG,99.96,2407.0
RDC01,SKU085,FG,99.85,3073.0
RDC01,SKU086,FG,95.51,2028.0
RDC01,SKU087,FG,100.0,2196.0
RDC01,SKU088,FG,99.89,800.0
RDC01,SKU089,FG,94.15,1639.0
RDC01,SKU093,FG,99.93,3133.0
RDC01,SKU097,FG,100.0,2544.0
RDC01,SKU098,FG,87.93,1654.0
RDC01,SKU099,FG,100.0,3215.0
RDC02,SKU001,FG,99.7,1598.0
RDC02,SKU002,FG,99.96,1249.0
RDC02,SKU005,FG,99.96,400.0
RDC02,SKU010,FG,93.78,2119.0
RDC02,SKU017,FG,100.0,432.0
RDC02,SKU019,FG,98.89,1856.0
RDC02,SKU020,FG,99.09,322.0
RDC02,SKU023,FG,99.81,1708.0
RDC02,SKU024,FG,95.19,889.0
RDC02,SKU025,FG,20.15,692.0
RDC02,SKU026,FG,99.77,2662.0
RDC02,SKU028,FG,97.7,502.0
RDC02,SKU030,FG,74.79,1033.0
RDC02,SKU032,FG,99.77,646.0
RDC02,SKU035,FG,93.09,864.0
RDC02,SKU036,FG,97.28,1842.0
RDC02,SKU037,FG,20.59,2626.0
RDC02,SKU038,FG,96.3,1410.0
RDC02,SKU040,FG,99.55,2011.0
RDC02,SKU041,FG,99.58,1314.0
RDC02,SKU043,FG,99.74,2280.0
RDC02,SKU045,FG,94.22,1979.0
RDC02,SKU047,FG,98.67,1064.0
RDC02,SKU051,FG,98.87,653.0
RDC02,SKU053,FG,100.0,1618.0
RDC02,SKU055,FG,99.43,755.0
RDC02,SKU056,FG,100.0,876.0
RDC02,SKU057,FG,99.74,416.0
RDC02,SKU059,FG,97.56,1026.0
RDC02,SKU060,FG,97.74,851.0
RDC02,SKU061,FG,98.68,933.0
RDC02,SKU062,FG,100.0,459.0
RDC02,SKU064,FG,99.62,2404.0
RDC02,SKU065,FG,97.96,1179.0
RDC02,SKU069,FG,100.0,2510.0
RDC02,SKU070,FG,74.91,334.0
RDC02,SKU071,FG,98.67,1030.0
RDC02,SKU072,FG,99.81,1540.0
RDC02,SKU074,FG,97.41,2558.0
RDC02,SKU075,FG,100.0,2247.0
RDC02,SKU076,FG,99.81,1625.0
RDC02,SKU077,FG,97.47,267.0
RDC02,SKU080,FG,99.96,514.0
RDC02,SKU081,FG,98.52,2051.0
RDC02,SKU082,FG,96.81,3100.0
RDC02,SKU083,FG,100.0,1483.0
RDC02,SKU085,FG,100.0,2133.0
RDC02,SKU086,FG,95.33,905.0
RDC02,SKU087,FG,99.96,811.0
RDC02,SKU091,FG,99.81,1023.0
RDC02,SKU092,FG,99.81,658.0
RDC02,SKU093,FG,99.89,769.0
RDC02,SKU095,FG,98.68,1783.0
RDC02,SKU096,FG,99.66,962.0
RDC02,SKU099,FG,100.0,2937.0
RDC03,SKU003,FG,99.25,2014.0
RDC03,SKU004,FG,99.48,2417.0
RDC03,SKU006,FG,99.85,1858.0
RDC03,SKU009,FG,100.0,2632.0
RDC03,SKU011,FG,100.0,1289.0
RDC03,SKU013,FG,99.58,1687.0
RDC03,SKU014,FG,99.85,889.0
RDC03,SKU017,FG,100.0,2447.0
RDC03,SKU019,FG,98.68,1840.0
RDC03,SKU020,FG,98.81,2749.0
RDC03,SKU022,FG,100.0,1226.0
RDC03,SKU024,FG,97.09,2367.0
RDC03,SKU028,FG,98.6,1477.0
RDC03,SKU030,FG,76.44,698.0
RDC03,SKU032,FG,99.7,624.0
RDC03,SKU034,FG,99.81,2495.0
RDC03,SKU036,FG,97.81,1423.0
RDC03,SKU039,FG,98.22,3375.0
RDC03,SKU044,FG,96.42,1258.0
RDC03,SKU048,FG,98.67,1292.0
RDC03,SKU051,FG,98.53,1230.0
RDC03,SKU054,FG,98.68,2688.0
RDC03,SKU062,FG,99.81,2078.0
RDC03,SKU063,FG,98.81,612.0
RDC03,SKU064,FG,100.0,449.0
RDC03,SKU068,FG,100.0,2634.0
RDC03,SKU069,FG,99.93,1179.0
RDC03,SKU070,FG,57.7,1047.0
RDC03,SKU071,FG,99.11,1047.0
RDC03,SKU073,FG,100.0,3034.0
RDC03,SKU074,FG,97.33,1149.0
RDC03,SKU075,FG,100.0,312.0
RDC03,SKU076,FG,100.0,1145.0
RDC03,SKU077,FG,96.89,746.0
RDC03,SKU081,FG,98.87,2103.0
RDC03,SKU082,FG,96.0,2311.0
RDC03,SKU086,FG,93.93,511.0
RDC03,SKU089,FG,92.96,818.0
RDC03,SKU091,FG,99.63,2039.0
RDC03,SKU095,FG,98.3,3268.0
RDC03,SKU097,FG,99.66,2752.0
RDC03,SKU098,FG,84.96,1690.0
RDC03,SKU100,FG,99.47,2012.0
RDC04,SKU002,FG,100.0,3134.0
RDC04,SKU004,FG,99.56,464.0
RDC04,SKU009,FG,99.77,2207.0
RDC04,SKU011,FG,99.92,865.0
RDC04,SKU012,FG,96.59,832.0
RDC04,SKU013,FG,99.41,581.0
RDC04,SKU016,FG,100.0,1457.0
RDC04,SKU018,FG,99.28,732.0
RDC04,SKU022,FG,100.0,362.0
RDC04,SKU024,FG,94.72,583.0
RDC04,SKU026,FG,100.0,1477.0
RDC04,SKU028,FG,98.89,617.0
RDC04,SKU029,FG,99.77,1363.0
RDC04,SKU030,FG,71.78,1974.0
RDC04,SKU032,FG,99.7,2797.0
RDC04,SKU033,FG,99.85,961.0
RDC04,SKU037,FG,19.48,1338.0
RDC04,SKU038,FG,92.96,2831.0
RDC04,SKU039,FG,98.37,2255.0
RDC04,SKU040,FG,99.33,2407.0
RDC04,SKU042,FG,99.92,1620.0
RDC04,SKU043,FG,100.0,2745.0
RDC04,SKU045,FG,90.37,677.0
RDC04,SKU048,FG,98.22,763.0
RDC04,SKU050,FG,99.51,607.0
RDC04,SKU051,FG,98.87,1838.0
RDC04,SKU054,FG,98.64,1384.0
RDC04,SKU058,FG,100.0,506.0
RDC04,SKU059,FG,97.62,1066.0
RDC04,SKU060,FG,97.36,452.0
RDC04,SKU061,FG,98.96,1308.0
RDC04,SKU063,FG,98.26,1786.0
RDC04,SKU065,FG,96.3,1865.0
RDC04,SKU068,FG,99.92,1495.0
RDC04,SKU069,FG,99.96,1691.0
RDC04,SKU072,FG,100.0,1061.0
RDC04,SKU073,FG,99.96,1439.0
RDC04,SKU075,FG,100.0,1166.0
RDC04,SKU076,FG,99.7,1251.0
RDC04,SKU077,FG,97.92,1894.0
RDC04,SKU079,FG,99.92,1789.0
RDC04,SKU083,FG,99.81,1115.0
RDC04,SKU085,FG,99.77,1802.0
RDC04,SKU087,FG,100.0,2930.0
RDC04,SKU088,FG,100.0,2987.0
RDC04,SKU089,FG,91.04,1690.0
RDC04,SKU090,FG,100.0,1660.0
RDC04,SKU092,FG,100.0,2163.0
RDC04,SKU094,FG,96.59,2316.0
RDC04,SKU096,FG,100.0,2433.0
RDC04,SKU098,FG,86.74,1059.0
RDC04,SKU100,FG,99.02,1608.0
RDC05,SKU001,FG,99.77,489.0
RDC05,SKU003,FG,99.48,1103.0
RDC05,SKU005,FG,99.74,1608.0
RDC05,SKU006,FG,99.92,934.0
RDC05,SKU008,FG,99.92,753.0
RDC05,SKU009,FG,100.0,2430.0
RDC05,SKU012,FG,97.26,2081.0
RDC05,SKU015,FG,99.96,658.0
RDC05,SKU017,FG,99.81,2393.0
RDC05,SKU019,FG,98.98,1031.0
RDC05,SKU020,FG,99.11,824.0
RDC05,SKU022,FG,99.96,831.0
RDC05,SKU027,FG,99.89,1486.0
RDC05,SKU032,FG,99.7,1483.0
RDC05,SKU033,FG,100.0,2040.0
RDC05,SKU034,FG,100.0,471.0
RDC05,SKU035,FG,89.85,1075.0
RDC05,SKU036,FG,98.11,990.0
RDC05,SKU037,FG,18.89,1529.0
RDC05,SKU038,FG,95.89,1111.0
RDC05,SKU039,FG,98.67,840.0
RDC05,SKU041,FG,99.51,220.0
RDC05,SKU050,FG,99.56,3205.0
RDC05,SKU052,FG,41.26,3167.0
RDC05,SKU054,FG,98.6,2232.0
RDC05,SKU056,FG,100.0,498.0
RDC05,SKU058,FG,99.89,2387.0
RDC05,SKU061,FG,98.22,569.0
RDC05,SKU062,FG,99.85,1123.0
RDC05,SKU063,FG,99.25,497.0
RDC05,SKU064,FG,99.93,2452.0
RDC05,SKU069,FG,100.0,2822.0
RDC05,SKU070,FG,75.55,1800.0
RDC05,SKU071,FG,98.44,2679.0
RDC05,SKU072,FG,99.96,1909.0
RDC05,SKU073,FG,100.0,1550.0
RDC05,SKU074,FG,97.19,1795.0
RDC05,SKU077,FG,98.0,2550.0
RDC05,SKU078,FG,98.81,779.0
RDC05,SKU079,FG,100.0,1313.0
RDC05,SKU080,FG,100.0,2917.0
RDC05,SKU081,FG,98.87,780.0
RDC05,SKU082,FG,96.22,2184.0
RDC05,SKU083,FG,99.92,486.0
RDC05,SKU084,FG,100.0,1877.0
RDC05,SKU085,FG,99.7,1262.0
RDC05,SKU087,FG,100.0,562.0
RDC05,SKU088,FG,100.0,2138.0
RDC05,SKU089,FG,93.85,2115.0
RDC05,SKU092,FG,100.0,1143.0
RDC05,SKU096,FG,100.0,1231.0
RDC05,SKU099,FG,99.92,1134.0
RDC06,SKU002,FG,99.96,1359.0
RDC06,SKU005,FG,100.0,1329.0
RDC06,SKU006,FG,100.0,2027.0
RDC06,SKU008,FG,99.89,669.0
RDC06,SKU010,FG,94.94,694.0
RDC06,SKU013,FG,99.55,560.0
RDC06,SKU014,FG,100.0,2249.0
RDC06,SKU015,FG,98.59,2764.0
RDC06,SKU017,FG,98.75,1325.0
RDC06,SKU019,FG,98.83,1978.0
RDC06,SKU023,FG,99.33,2609.0
RDC06,SKU024,FG,96.6,1357.0
RDC06,SKU030,FG,99.77,2428.0
RDC06,SKU035,FG,89.33,2941.0
RDC06,SKU037,FG,97.89,1133.0
RDC06,SKU038,FG,99.93,1380.0
RDC06,SKU039,FG,98.22,2191.0
RDC06,SKU042,FG,100.0,539.0
RDC06,SKU044,FG,100.0,1516.0
RDC06,SKU046,FG,98.89,1835.0
RDC06,SKU049,FG,99.81,1030.0
RDC06,SKU051,FG,99.89,266.0
RDC06,SKU052,FG,99.55,2247.0
RDC06,SKU054,FG,99.85,1582.0
RDC06,SKU056,FG,99.66,1885.0
RDC06,SKU057,FG,99.74,1967.0
RDC06,SKU062,FG,99.28,472.0
RDC06,SKU063,FG,97.77,262.0
RDC06,SKU065,FG,99.74,1073.0
RDC06,SKU066,FG,100.0,2447.0
RDC06,SKU070,FG,99.93,464.0
RDC06,SKU071,FG,99.55,582.0
RDC06,SKU072,FG,92.26,1582.0
RDC06,SKU073,FG,96.75,604.0
RDC06,SKU074,FG,97.02,2175.0
RDC06,SKU075,FG,100.0,465.0
RDC06,SKU076,FG,98.44,2792.0
RDC06,SKU077,FG,99.89,2833.0
RDC06,SKU080,FG,99.74,856.0
RDC06,SKU082,FG,96.45,1491.0
RDC06,SKU085,FG,99.85,672.0
RDC06,SKU089,FG,96.07,1983.0
RDC06,SKU092,FG,100.0,2087.0
RDC06,SKU093,FG,93.04,1880.0
RDC06,SKU096,FG,100.0,707.0
RDC06,SKU098,FG,83.06,1765.0
RDC06,SKU099,FG,99.92,839.0
RDC06,SKU100,FG,99.47,1475.0
RDC07,SKU003,FG,64.79,1734.0
RDC07,SKU007,FG,100.0,1932.0
RDC07,SKU009,FG,100.0,387.0
RDC07,SKU015,FG,98.23,818.0
RDC07,SKU016,FG,99.92,290.0
RDC07,SKU020,FG,100.0,918.0
RDC07,SKU021,FG,99.19,523.0
RDC07,SKU022,FG,99.81,1446.0
RDC07,SKU024,FG,97.77,2136.0
RDC07,SKU026,FG,99.89,607.0
RDC07,SKU027,FG,99.85,2030.0
RDC07,SKU028,FG,98.98,498.0
RDC07,SKU032,FG,96.15,522.0
RDC07,SKU036,FG,98.3,770.0
RDC07,SKU037,FG,97.96,1098.0
RDC07,SKU039,FG,98.0,1272.0
RDC07,SKU040,FG,99.77,1668.0
RDC07,SKU042,FG,100.0,337.0
RDC07,SKU043,FG,99.09,298.0
RDC07,SKU044,FG,100.0,974.0
RDC07,SKU048,FG,99.93,310.0
RDC07,SKU052,FG,99.43,462.0
RDC07,SKU053,FG,100.0,1175.0
RDC07,SKU058,FG,100.0,1173.0
RDC07,SKU060,FG,97.55,1767.0
RDC07,SKU062,FG,99.04,2993.0
RDC07,SKU063,FG,96.74,1107.0
RDC07,SKU065,FG,100.0,2278.0
RDC07,SKU069,FG,97.26,3298.0
RDC07,SKU070,FG,100.0,1267.0
RDC07,SKU071,FG,98.49,903.0
RDC07,SKU073,FG,95.81,1829.0
RDC07,SKU074,FG,96.72,971.0
RDC07,SKU075,FG,99.81,986.0
RDC07,SKU076,FG,97.78,1198.0
RDC07,SKU077,FG,100.0,2077.0
RDC07,SKU078,FG,100.0,2721.0
RDC07,SKU081,FG,100.0,523.0
RDC07,SKU082,FG,96.91,2187.0
RDC07,SKU083,FG,99.89,2653.0
RDC07,SKU085,FG,99.66,1208.0
RDC07,SKU086,FG,99.78,1861.0
RDC07,SKU087,FG,98.45,1028.0
RDC07,SKU089,FG,92.0,1233.0
RDC07,SKU092,FG,100.0,2259.0
RDC07,SKU093,FG,94.07,1354.0
RDC07,SKU096,FG,100.0,981.0
RDC07,SKU099,FG,99.85,593.0
RDC07,SKU100,FG,99.11,1504.0
RDC08,SKU005,FG,100.0,1790.0
RDC08,SKU007,FG,100.0,3168.0
RDC08,SKU008,FG,99.85,2028.0
RDC08,SKU009,FG,100.0,307.0
RDC08,SKU010,FG,94.0,1961.0
