Location,SKU,BaseStockLevel
IDCCN01,RM120,37.0
IDCCN01,RM121,1561.0
IDCCN01,RM122,357.0
IDCCN01,RM123,24392.0
IDCCN01,RM124,217.0
IDCCN01,RM125,94.0
IDCCN01,RM126,21.0
IDCCN01,RM13,5095.0
IDCCN01,RM130,696.0
IDCCN01,RM132,703151.0
IDCCN01,RM133,357.0
IDCCN01,RM134,1.0
IDCCN01,RM135,3650.0
IDCCN01,RM136,3.0
IDCCN01,RM137,69.0
IDCCN01,RM139,93096.0
IDCCN01,RM14,5.0
IDCCN01,RM140,31025.0
IDCCN01,RM141,1.0
IDCCN01,RM143,1.0
IDCCN01,RM145,20.0
IDCCN01,RM146,12939.0
IDCCN01,RM147,90.0
IDCCN01,RM148,15557.0
IDCCN01,RM149,1.0
IDCCN01,RM15,5124.0
IDCCN01,RM150,1.0
IDCCN01,RM151,202.0
IDCCN01,RM152,202.0
IDCCN01,RM153,551.0
IDCCN01,RM154,1.0
IDCCN01,RM155,23.0
IDCCN01,RM156,23.0
IDCCN01,RM157,812.0
IDCCN01,RM158,2.0
IDCCN01,RM159,33927.0
IDCCN01,RM16,1186.0
IDCCN01,RM160,39964.0
IDCCN01,RM162,13756.0
IDCCN01,RM163,5878.0
IDCCN01,RM164,82972.0
IDCCN01,RM166,150959.0
IDCCN01,RM167,298475.0
IDCCN01,RM17,3101.0
IDCCN01,RM18,37121.0
IDCCN01,RM19,144.0
IDCCN01,RM20,3.0
IDCCN01,RM21,18129.0
IDCCN01,RM22,99.0
IDCCN01,RM23,3.0
IDCCN01,RM25,1507.0
IDCCN01,RM26,47437.0
IDCCN01,RM27,32.0
IDCCN01,RM29,20271.0
IDCCN01,RM30,4.0
IDCCN01,RM31,12.0
IDCCN01,RM37,3907.0
IDCCN01,RM39,144747.0
IDCCN01,RM42,19.0
IDCCN01,RM48,45997.0
IDCCN01,RM49,42326.0
IDCCN01,RM5,27661.0
IDCCN01,RM51,73472.0
IDCCN01,RM52,788.0
IDCCN01,RM53,68632.0
IDCCN01,RM54,905.0
IDCCN01,RM55,19802.0
IDCCN01,RM56,69.0
IDCCN01,RM58,20.0
IDCCN01,RM59,1.0
IDCCN01,RM6,999.0
IDCCN01,RM60,47501.0
IDCCN01,RM61,52.0
IDCCN01,RM62,395557.0
IDCCN01,RM64,49.0
IDCCN01,RM67,37444.0
IDCCN01,RM69,357.0
IDCCN01,RM7,7763.0
IDCCN01,RM70,204.0
IDCCN01,RM72,11637.0
IDCCN01,RM74,357.0
IDCCN01,RM75,1561.0
IDCCN01,RM78,121.0
IDCCN01,RM79,420.0
IDCCN01,RM8,92.0
IDCCN01,RM80,1.0
IDCCN01,RM81,23447.0
IDCCN01,RM82,39964.0
IDCCN01,RM84,420.0
IDCCN01,RM85,197.0
IDCCN01,RM86,343.0
IDCCN01,RM87,20857.0
IDCCN01,RM89,3900.0
IDCCN01,RM90,25298.0
IDCCN01,RM93,2029.0
IDCCN01,RM94,358.0
IDCCN01,RM95,1046.0
IDCCN01,RM97,23535.0
IDCCN01,SKU10,4798.0
IDCCN01,SKU17,7020.0
IDCCN01,SKU18,5283.0
IDCCN01,SKU24,23789.0
IDCCN01,SKU28,318.0
IDCCN01,SKU29,2800.0
IDCCN01,SKU33,5384.0
IDCCN01,SKU34,763.0
IDCCN01,SKU38,647.0
IDCCN01,SKU39,102.0
IDCCN01,SKU43,754.0
IDCCN01,SKU44,4187.0
IDCCN01,SKU45,11216.0
IDCCN01,SKU47,783.0
IDCCN01,SKU48,5821.0
IDCCN01,SKU49,665.0
IDCCN01,SKU50,12091.0
IDCCN01,SKU51,2298.0
IDCCN01,SKU52,380.0
IDCCN01,SKU57,541.0
IDCCN01,SKU62,469.0
IDCCN01,SKU63,82.0
IDCCN01,SKU64,1411.0
IDCCN01,SKU65,28.0
IDCCN01,SKU67,4190.0
IDCCN01,SKU68,757.0
IDCCN01,SKU69,12840.0
IDCCN01,SKU70,7134.0
IDCCN01,SKU72,404.0
IDCCN01,SKU73,2934.0
IDCCN01,SKU76,3304.0
IDCCN01,SKU77,854.0
RDC01,SKU18,989.0
RDC01,SKU24,2937.0
RDC01,SKU28,286.0
RDC01,SKU29,1173.0
RDC01,SKU33,149.0
RDC01,SKU34,127.0
RDC01,SKU38,24.0
RDC01,SKU39,25.0
RDC01,SKU43,279.0
RDC01,SKU44,747.0
RDC01,SKU45,5526.0
RDC01,SKU47,594.0
RDC01,SKU48,570.0
RDC01,SKU49,314.0
RDC01,SKU50,2559.0
RDC01,SKU51,620.0
RDC01,SKU52,218.0
RDC01,SKU62,279.0
RDC01,SKU63,66.0
RDC01,SKU64,550.0
RDC01,SKU67,2035.0
RDC01,SKU68,430.0
RDC01,SKU69,5568.0
RDC01,SKU70,5120.0
RDC01,SKU72,147.0
RDC01,SKU73,502.0
RDC01,SKU76,686.0
RDC01,SKU77,112.0
RDC02,SKU10,33.0
RDC02,SKU18,538.0
RDC02,SKU24,91.0
RDC02,SKU28,134.0
RDC02,SKU29,563.0
RDC02,SKU33,501.0
RDC02,SKU34,89.0
RDC02,SKU38,9.0
RDC02,SKU39,18.0
RDC02,SKU43,75.0
RDC02,SKU44,853.0
RDC02,SKU45,4685.0
RDC02,SKU47,337.0
RDC02,SKU48,522.0
RDC02,SKU49,244.0
RDC02,SKU50,2325.0
RDC02,SKU51,457.0
RDC02,SKU52,139.0
RDC02,SKU62,143.0
RDC02,SKU63,33.0
RDC02,SKU64,333.0
RDC02,SKU67,1121.0
RDC02,SKU68,281.0
RDC02,SKU69,5451.0
RDC02,SKU70,2579.0
RDC02,SKU72,100.0
RDC02,SKU73,478.0
RDC02,SKU76,477.0
RDC02,SKU77,91.0
RDC03,SKU10,88.0
RDC03,SKU18,672.0
RDC03,SKU24,1394.0
RDC03,SKU28,193.0
RDC03,SKU29,684.0
RDC03,SKU33,535.0
RDC03,SKU34,173.0
RDC03,SKU38,17.0
RDC03,SKU39,33.0
RDC03,SKU43,89.0
RDC03,SKU44,1215.0
RDC03,SKU45,6381.0
RDC03,SKU47,626.0
RDC03,SKU48,932.0
RDC03,SKU49,486.0
RDC03,SKU50,3357.0
RDC03,SKU51,873.0
RDC03,SKU52,293.0
RDC03,SKU62,427.0
RDC03,SKU63,50.0
RDC03,SKU64,570.0
RDC03,SKU65,42.0
RDC03,SKU67,1830.0
RDC03,SKU68,491.0
RDC03,SKU69,9371.0
RDC03,SKU70,4325.0
RDC03,SKU72,205.0
RDC03,SKU73,842.0
RDC03,SKU76,995.0
RDC03,SKU77,73.0
RDC04,SKU10,118.0
RDC04,SKU18,1033.0
RDC04,SKU24,1450.0
RDC04,SKU28,261.0
RDC04,SKU29,1105.0
RDC04,SKU33,696.0
RDC04,SKU34,142.0
RDC04,SKU38,14.0
RDC04,SKU39,32.0
RDC04,SKU43,151.0
RDC04,SKU44,989.0
RDC04,SKU45,5081.0
RDC04,SKU47,563.0
RDC04,SKU48,729.0
RDC04,SKU49,428.0
RDC04,SKU50,3050.0
RDC04,SKU51,889.0
RDC04,SKU52,169.0
RDC04,SKU62,225.0
RDC04,SKU63,61.0
RDC04,SKU64,622.0
RDC04,SKU67,2030.0
RDC04,SKU68,577.0
RDC04,SKU69,7081.0
RDC04,SKU70,4259.0
RDC04,SKU72,187.0
RDC04,SKU73,715.0
RDC04,SKU76,906.0
RDC04,SKU77,208.0
RDC12,SKU10,44.0
RDC12,SKU24,340.0
RDC12,SKU28,69.0
RDC12,SKU29,317.0
RDC12,SKU33,628.0
RDC12,SKU34,45.0
RDC12,SKU38,8.0
RDC12,SKU39,12.0
RDC12,SKU43,59.0
RDC12,SKU44,541.0
RDC12,SKU45,2982.0
RDC12,SKU47,155.0
RDC12,SKU48,488.0
RDC12,SKU49,147.0
RDC12,SKU50,1676.0
RDC12,SKU51,285.0
RDC12,SKU52,44.0
RDC12,SKU62,109.0
RDC12,SKU63,37.0
RDC12,SKU64,169.0
RDC12,SKU67,1009.0
RDC12,SKU68,129.0
RDC12,SKU69,2214.0
RDC12,SKU70,1130.0
RDC12,SKU72,83.0
RDC12,SKU73,352.0
RDC12,SKU76,401.0
RDC12,SKU77,162.0
